id,name,symbol,circulating_supply,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,market_cap
7588,Gameswap,GSWAP,11119665.13250279,0.35397204415386324,32397.04716581,3936050.5972584514,-0.2211571,12.43411445,6.51061837,3936050.5972584514
9220,StrikeX,STRX,136008946.51,0.028790363291411526,25706.80549523,3915746.9809050574,1.6535017,3.12749741,-6.02333644,3915746.9809050574
1947,Monetha,MTH,402400000.0,0.009292235412589145,334964.29501433,3739195.530025872,0.45418565,-0.04761892,3.42545492,3739195.530025872
20056,Caduceus,CMP,36732438.3497333,0.10467329739574842,549444.32835577,3844905.443452628,1.45954274,-9.03629234,-25.10780058,3844905.443452628
5839,AnimalGo,GOM2,966864393.0,0.004009752477427892,100904.16863238,3876886.8951685647,0.46756933,-1.29957715,-14.34870913,3876886.8951685647
8917,Shyft Network,SHFT,568152474.5445867,0.006822848080381153,37220.89846377,3876418.0203103353,0.20853682,-5.12196706,-29.14102549,3876418.0203103353
8579,Polkamarkets,POLK,96054553.21447788,0.04030038706376379,66351.16556872,3871035.673780355,0.20810275,1.26895582,-8.12664896,3871035.673780355
3617,ILCOIN,ILC,907899103.1241031,0.004258246774862127,2726.26708366,3866058.4277784294,0.16773156,2.93643783,-0.94312613,3866058.4277784294
19476,TiFi Token,TIFI,80833657007839.47,4.72860368620643e-08,25152.77132674,3822303.284968159,0.67201404,3.70899145,-6.52255295,3822303.284968159
7975,Venus LINK,vLINK,30907312.0,0.12230148841209959,470225.94354767,3780010.2604171466,0.62571117,3.73776268,-12.72726031,3780010.2604171466
19747,MandoX V2,MANDOX,14942855598701.684,2.526313615832716e-07,3980.37314112,3775033.9558422198,0.20815653,-0.15921627,-21.04506941,3775033.9558422198
15137,Napoli Fan Token,NAP,1350192.0,2.77460440365861,356760.60512683,3746248.668984626,-0.39043429,2.10149112,5.12666881,3746248.668984626
14304,Gamium,GMM,11657467407.205233,0.00032083929253773526,548625.35553768,3740173.595709434,3.20440247,14.63180281,-2.53812389,3740173.595709434
7509,BoringDAO,BOR,143641.91672746,26.018094709747224,51.4029828,3737288.993704678,0.20815653,5.74208915,-15.6016096,3737288.993704678
16104,PearDAO,PEX,52300308.32,0.07077528227680328,151302.80783584,3701569.0845118435,0.62877801,4.20445552,-7.82342667,3701569.0845118435
4060,TrustVerse,TRV,758063258.11,0.004851211934123913,27672.87971328,3677525.5245640883,0.08138847,2.97461363,-9.89496236,3677525.5245640883
3136,MEET.ONE,MEETONE,1913271866.0,0.0019162578134205945,0.0,3666322.1624203008,0.53029116,4.69969085,-7.31340864,3666322.1624203008
16678,NFT Worlds,WRLD,651090664.5600001,0.00562826986150643,78725.30245204,3664513.9644512413,-0.93022549,-8.08480161,-18.2542872,3664513.9644512413
2601,1World,1WO,37219452.96,0.09880501883349205,5717.44283061,3677468.7506850716,0.50469018,-3.62739431,-2.94232881,3677468.7506850716
2429,Mobius,MOBI,517157817.4200955,0.0070223122693456016,5383.50391398,3631643.686457129,-2.05941856,0.67048766,-7.50157711,3631643.686457129
8271,Poolz Finance,POOLZ,3822410.13123693,0.9490712955128888,162862.4235311,3627739.7352346242,0.68551475,6.07563138,-5.95378248,3627739.7352346242
11531,Portugal National Team Fan Token,POR,3102533.0,1.1943591227550958,782672.14882682,3705538.5921987356,0.75048141,1.86426649,-27.38049205,3705538.5921987356
8163,Exeedme,XED,89830975.88031147,0.040192359871102076,204040.01426394,3610518.9101537694,0.15796022,0.33915379,-9.50894461,3610518.9101537694
4809,Project WITH,WIKEN,937198527.0,0.0038300542004784783,53641.77360729,3589521.1550185927,-0.44348378,2.8027598,-17.57067885,3589521.1550185927
14745,Kromatika,KROM,80280675.0,0.044341071372501206,236494.74080138,3559731.140007573,0.32486928,-2.34651667,-28.44400083,3559731.140007573
11308,Fenerbahçe Token,FB,2180000.0,1.632884188194289,871556.79258463,3559687.53026355,-0.30238208,0.74176872,4.74736854,3559687.53026355
17523,TomTomCoin,TOMS,1591000000.0,0.0022280778093653904,323154.52187386,3544871.794700336,0.14270681,-0.92498518,7.08707266,3544871.794700336
1903,HyperCash,HC,45071909.329052,0.07832856854738726,63439.86702163,3530418.139442273,0.19546894,2.21973895,-14.01553732,3530418.139442273
16481,Kasta,KASTA,129983580.0,0.0270864977661474,245758.66482747,3520799.9493058417,0.575054,-2.39918261,-4.78100054,3520799.9493058417
9523,PKT,PKT,3347942065.6822004,0.0010440877463200994,88191.92178683,3495545.286168387,0.03977941,-0.01438925,5.34477931,3495545.286168387
1807,Santiment Network Token,SAN,63293578.95697954,0.0551776438068897,510.68382692,3492390.5549514666,0.20726287,5.24161739,-12.48012201,3492390.5549514666
372,Bytecoin,BCN,184066828814.058,1.88906573363249e-05,4783.64346447,3477143.390110344,0.10227079,-2.44803459,-26.27004715,3477143.390110344
3875,Valor Token,VALOR,20036000.0002,0.173500818095982,122647.21443397,3476262.3914057957,0.0,20.42001276,-5.94943874,3476262.3914057957
11150,DeFine,DFA,56181518.21415582,0.06135399688556979,674266.21637654,3446960.693537899,0.32716753,10.49844903,-0.56231153,3446960.693537899
18101,NanoByte Token,NBT,675001064.0,0.005099958417633622,164429.98591485,3442477.3582584513,0.1447435,-6.34695309,5.54813617,3442477.3582584513
2605,BnkToTheFuture,BFT,729955635.3247391,0.004672529074016098,3542.48354665,3410738.9287967356,0.20700939,6.84239689,-1.06643285,3410738.9287967356
5634,Fuse Network,FUSE,55045523.243774,0.06181556422244769,362279.90508726,3402670.0772337485,0.10758709,3.70673751,-4.97262463,3402670.0772337485
4075,CryptoFranc,XCHF,3100000.0,1.0834352506871217,22484.63470168,3358649.277130077,0.20020689,1.17123369,1.35590785,3358649.277130077
7395,Atari Token,ATRI,1481092185.0,0.002259620376269887,1111.07340332,3346706.0803600894,0.21818198,8.02077672,-4.06232807,3346706.0803600894
5541,Xaya,CHI,48462894.95319532,0.06878545748222435,8540.29694486,3333542.4002685216,-0.29026473,2.09335298,-15.53208175,3333542.4002685216
2316,DeepBrain Chain,DBC,3200000000.0,0.0010427142799863882,599825.14276491,3336685.695956442,0.17691435,-10.19498901,-28.95735365,3336685.695956442
12859,DogeBonk,DOBO,582959739166037.0,5.701615743656625e-09,908.7611466,3323812.426747036,0.63166502,5.62454441,-12.39688862,3323812.426747036
3850,OTOCASH,OTO,36820603.637132,0.09000818230485301,0.0,3314155.6047457107,-0.00138384,0.00175548,0.0067463,3314155.6047457107
10421,Torum,XTM,168896597.0,0.019631903710922233,401416.2663149,3315761.729406437,0.23824192,4.1185087,-7.8597291,3315761.729406437
11578,Cirus Foundation,CIRUS,33854212.7380237,0.09794537386457756,551322.57256395,3315863.523516675,0.3247114,1.25107149,-6.00834975,3315863.523516675
3893,ChangeNOW Token,NOW,84803670.23334938,0.03900886677949929,344.20804491,3308095.0745453155,0.10139566,2.82298417,-7.79492182,3308095.0745453155
66,Nxt,NXT,998999941.50769,0.0033055627393576877,32948.38465364,3302256.9832683294,-0.01078774,-4.90627471,6.23414684,3302256.9832683294
4197,ShareToken,SHR,2370272782.106575,0.0013937959259369733,39359.07211468,3303676.5470594396,0.2093366,10.53878667,-2.15838759,3303676.5470594396
10047,EPIK Prime,EPIK,576506867.0,0.0057062628413686095,50273.89407622,3289699.712955935,0.13210928,2.2202564,-11.07870417,3289699.712955935
4245,Enecuum,ENQ,204477729.836,0.016053444578670827,30847.65533976,3282571.903494652,-0.05438674,3.49285016,-11.45754817,3282571.903494652
20949,Origin Dollar Governance,OGV,859782377.0,0.003810369628629286,690874.8138361,3276088.6565514947,-0.30909723,0.24844586,-10.55536661,3276088.6565514947
10294,DeFi Land,DFL,2525158778.0,0.0012884362509966135,101488.06792216,3253506.1090975096,0.04175225,-0.83299762,28.36800084,3253506.1090975096
3853,MultiVAC,MTV,3587369426.402686,0.0009021533836543552,468222.6060725,3236357.4664473664,0.00373987,3.05306743,-8.30000741,3236357.4664473664
8644,Kylin,KYL,270259840.0,0.011927018749245033,16277.01528099,3223394.178847963,0.08515657,6.84498237,-0.04868584,3223394.178847963
3142,BaaSid,BAAS,6100000000.0,0.0005267112939419438,69519.70185308,3212938.8930458575,-0.03302295,0.35217444,-0.12008369,3212938.8930458575
2342,Covesting,COV,16787851.21152613,0.1896408237267131,169364.05201357,3183661.9323553136,-0.72902862,9.7754545,-1.03087488,3183661.9323553136
8368,Xeno Token,XNO,372210897.0,0.0084999054894936,1046466.59913363,3163757.446659637,-0.3649635,3.59466591,-6.05991094,3163757.446659637
2677,Linker Coin,LNC,112776150.004,0.027992905557022017,0.0,3156932.11614652,0.2093272,2.93126037,-21.26293611,3156932.11614652
1789,Populous,PPT,53252245.99438964,0.0590981111612399,139048.89950641,3147107.1533621307,-4.84343906,2.955256,-10.7991476,3147107.1533621307
5906,NerveNetwork,NVT,276983684.2827586,0.01133812311574178,42566.21058428,3140475.113449668,0.28188892,2.07313131,-6.5845233,3140475.113449668
10099,KALM,KALM,5674845.4,0.5531993320233919,12292.89344982,3139320.6846160186,0.47499589,1.45734252,-3.84476558,3139320.6846160186
14336,TRVL,TRVL,118741784.0,0.026367476530184078,377986.18944753,3130921.202772187,-0.02227012,-6.03664521,-15.51593159,3130921.202772187
2474,Matrix AI Network,MAN,214302041.859023,0.01457526438436275,262807.06613434,3123508.918204033,1.57155302,17.8109977,-22.25808247,3123508.918204033
7617,saffron.finance,SFI,91982.70068612,33.96810063022369,12269.99237647,3124477.6331458697,0.20269741,-3.69087443,-8.50765505,3124477.6331458697
3715,Cajutel,CAJ,1352388.80828916,2.3060587656473417,0.0,3118688.0659185797,0.08167868,1.05490023,-1.84008533,3118688.0659185797
7805,Muse,MUSE,508554.0,6.128353106179021,407760.96948256,3116598.4855597657,0.14996082,1.15609764,-13.57219032,3116598.4855597657
9212,CumRocket,CUMMIES,1320428308.6200805,0.0023635690627332906,37769.71712406,3120923.499811668,0.15054273,2.79444988,-2.41277096,3120923.499811668
3871,Newton,NEW,20571994592.46,0.0001513132655505844,40691.8806502,3112815.6806740863,-0.19808795,-8.93799279,-12.32933962,3112815.6806740863
10586,TABOO TOKEN,TABOO,9782678080.0,0.00031830722259207724,62309.42584156,3113897.089157195,0.63155463,8.30969922,-5.57327652,3113897.089157195
6993,REVV,REVV,278270642.27439255,0.011161047101233305,1040539.70984896,3105791.745314939,-0.27158477,0.98241894,-13.56170718,3105791.745314939
1596,Edgeless,EDG,122146967.0,0.02530355692646824,444.97152082,3090752.7328799376,0.2093272,-6.94498833,-2.75154299,3090752.7328799376
9938,OpenOcean,OOE,186413846.0,0.01657972997384501,797973.8919988,3090691.230065928,0.06918272,2.98471449,5.1611237,3090691.230065928
9260,Zigcoin,ZIG,421534211.6,0.00732917170081865,307982.52723406,3089496.614585621,0.09904025,-1.57928299,-20.18729573,3089496.614585621
8875,Uno Re,UNO,73232181.0,0.04226643219816741,206980.01768787,3095263.0129604237,0.28542999,-0.84362346,-4.4551622,3095263.0129604237
8937,Woonkly Power,WOOP,156732023.47,0.019703860834394397,246591.90254952,3088225.9787459164,1.35312889,8.70496924,-6.75905104,3088225.9787459164
8799,InsurAce,INSUR,44891926.0,0.06857405419364547,655529.13006089,3078421.3663811223,0.20617643,1.60942836,-11.68841112,3078421.3663811223
18483,Era Token (Era7),ERA,46021643.0,0.06700238353066054,81927.2684435,3083559.774997139,0.63050449,0.50237898,-4.36422386,3083559.774997139
8043,MahaDAO,MAHA,3076945.88189606,0.9992434803915836,85068.07806863,3074618.1120023695,-0.00205546,3.65552744,-3.62980327,3074618.1120023695
11423,vEmpire DDAO,VEMP,173684290.86524367,0.01764626346001724,2329803.30349438,3064878.755474355,-0.05524868,0.99292032,-3.43455821,3064878.755474355
7131,YAM V3,YAM,16256326.32505467,0.1866598248809482,10345.29650941,3034403.025042253,0.20809541,2.78001666,-8.41443154,3034403.025042253
2891,Cardstack,CARD,2357982917.3006086,0.0012819815678742315,23184.36079713,3022890.637341689,0.20812848,-0.26990262,-5.60013076,3022890.637341689
6283,Blocery,BLY,603211106.4635,0.004972055416480525,276334.02811026,2999199.0491730557,0.06834707,1.37988881,-11.11696018,2999199.0491730557
11685,BetU,BETU,107608037.64800005,0.027565639560031448,171073.93138958,2966284.3795670634,0.63064245,1.34423495,-11.07828578,2966284.3795670634
3663,Footballcoin (XFC),XFC,374660526.03335,0.007843275307016234,91960.00583577,2938565.652351087,-0.57752608,-0.70614608,-1.51097478,2938565.652351087
19893,Revolt 2 Earn,RVLT,59815774993144.0,4.8982257239009e-08,413131.25382926,2929911.677664861,0.28271735,2.91850982,-8.38914036,2929911.677664861
5423,DSLA Protocol,DSLA,5491802965.786027,0.0005319800892748852,226739.47397327,2921529.8320189295,0.26993267,2.9394466,-6.8749012,2921529.8320189295
6731,Tokamak Network,TON,2727340.0,1.066624163665576,5421179.52771931,2909046.746531672,0.71903442,1.30527909,-12.94370215,2909046.746531672
3137,KARMA,KARMA,5450532380.7923,0.0005344868976446499,4.06194261,2913238.1427213843,0.2093272,2.93126037,-4.84946962,2913238.1427213843
5524,TNC Coin,TNC,5851183164.0,0.0004959305002621319,697211.71888312,2901780.1936478834,-0.48845398,2.58291995,0.66758325,2901780.1936478834
8757,SafeMoon,SAFEMOON,562000260167579.4,5.168054229862414e-09,0.00464082,2904447.821742836,0.63166502,4.67294415,-7.06392456,2904447.821742836
12623,Stader,SD,10149100.0,0.2852595031543351,892541.81995233,2895127.2234636624,-0.03623658,0.86325069,-12.01453289,2895127.2234636624
8349,Onooks,OOKS,11221615.47874824,0.254882060615198,83462.79976167,2860188.476654753,0.22033936,-18.79806061,-8.01993957,2860188.476654753
8492,Vesper,VSP,8914294.1880429,0.32082865493812646,35521.17140257,2859961.0140725616,0.7701505,-2.32934472,-10.65984247,2859961.0140725616
2838,Plian,PI,932513611.0,0.003061545048929233,11990.77407371,2854932.428816171,-6.80782862,-7.88974641,-11.09094678,2854932.428816171
3704,v.systems,VSYS,2727368147.0,0.00104694768223557,484905.53879689,2855411.7601047712,0.73274719,-2.74755148,-2.21222295,2855411.7601047712
22320,HELLO,HELLO,532704491.602705,0.005363250831884817,18459.89189898,2857027.8077369863,0.78997675,5.55991495,-7.28771995,2857027.8077369863
10336,Hamster,HAM,2384230000000000.0,1.19313054629534e-09,1004148.47841216,2844697.6423937385,-0.08688763,0.74485684,-6.6047021,2844697.6423937385
3020,BHPCoin,BHP,20177578.18,0.14001283692864452,3720.17616524,2825119.963331316,0.57332085,0.43220142,1.89913662,2825119.963331316
14990,MetaSoccer,MSU,116279055.0,0.02421257854294597,19662.30606803,2815415.7520870343,-0.12762349,-1.64369298,-4.82231585,2815415.7520870343
4957,Minter Network,BIP,6611144129.0,0.00042685505367861176,1582.22448492,2822000.282061334,0.37162051,3.3908848,-9.73457152,2822000.282061334
3661,Stronghold Token,SHX,5793905044.0,0.00048456249936056474,53914.98568599,2807509.109178423,0.19186153,1.47116242,-16.88096262,2807509.109178423
13636,GMCoin,GMCOIN,41183481.15,0.06800582181987733,135910.01257298,2800716.4810091765,0.09640372,1.41975778,0.64959176,2800716.4810091765
5640,PointPay,PXP,302501090.0,0.009231013214251143,130146.20575362,2792391.559115374,0.03472022,0.55861117,5.76786064,2792391.559115374
833,Gridcoin,GRC,419331269.1680696,0.00663838834533971,27411.69644831,2783683.8100818223,-2.53024297,7.29080679,27.76281488,2783683.8100818223
2337,Lamden,TAU,142215728.19,0.019483706236823557,13750.25390847,2770889.4703099066,-0.39537018,75.81530263,55.42760818,2770889.4703099066
10977,Mint Club,MINT,1041314412631.2438,2.658040052423829e-06,5643.45543617,2767855.41594004,0.04360114,3.96787005,-7.30193314,2767855.41594004
1786,SunContract,SNC,122707502.69296218,0.022495442574920754,203684.13119458,2760359.580341465,0.21843598,3.28347868,-8.2289089,2760359.580341465
11562,Kava Swap,SWP,33854166.0,0.08088234412042238,170656.64804393,2738204.3043219033,-1.50050504,19.5535199,-8.23622986,2738204.3043219033
9741,Solanium,SLIM,100000000.0,0.027223467932606313,558670.48772014,2722346.793260631,-0.94959619,1.8370956,-19.97938203,2722346.793260631
11738,Adora Token,ARA,160000000.0,0.017048576211623336,2427.02866429,2727772.1938597336,0.27389261,40.04740476,31.13968758,2727772.1938597336
2847,Abyss,ABYSS,228664903.23688185,0.011917579174692218,121822.16071624,2725132.0887988745,0.09771401,2.99995987,-7.2697341,2725132.0887988745
8424,Deri Protocol,DERI,175273953.51816022,0.01552661207890908,91244.91327626,2721410.6838132152,-0.0470957,-0.32906675,-16.35700702,2721410.6838132152
7094,dHedge DAO,DHT,35993713.58294064,0.07552093389866409,14979.0071407,2718278.8642647075,-0.35066362,0.62963329,-8.35987751,2718278.8642647075
8320,PolkaBridge,PBR,65238303.66617989,0.04130496126361052,364972.90663362,2694665.605835221,-0.47060679,3.59866857,-14.46451632,2694665.605835221
12400,Decimal,DEL,86184149.0,0.031161737795280427,351889.4479076,2685647.85324738,-0.23031898,2.29289399,2.7710712,2685647.85324738
8133,Skey Network,SKEY,181631354.0,0.014738364376480951,1189223.03111302,2676949.0774456006,0.20856377,1.90618009,-4.23457854,2676949.0774456006
10527,Lithium,LITH,3939127398.219695,0.0006793002249003658,182645.80756112,2675850.1275218315,0.20747273,-0.03251314,-25.02143827,2675850.1275218315
2643,Sentinel,DVPN,13742760717.0,0.00019369282360424245,85256.77902418,2661874.1273931935,3.13462071,-7.56428278,-22.226067,2661874.1273931935
8649,Oxbull.tech,OXB,7252784.9,0.3683127630811867,1315.83689149,2671293.246552509,2.35097646,6.53868453,-12.6724311,2671293.246552509
4287,Jobchain,JOB,9864586780.847557,0.0002675945341214101,1.70279393,2639709.5039211228,-0.00138384,1.24769686,-0.42517067,2639709.5039211228
7533,Oraichain,ORAI,2044424.0,1.292567634820036,68267.73147666,2642556.294249317,-0.2161729,1.1289617,-24.35512686,2642556.294249317
6942,Juggernaut,JGN,100210415.86298622,0.02650781422236597,93412.73884001,2656359.0868420745,1.60433209,2.71220738,-2.89357289,2656359.0868420745
4300,Vivid Labs,VID,166087301.3192324,0.015809629754824476,20681.22789543,2625778.740835035,0.50754481,-1.41421605,-14.42155827,2625778.740835035
1996,SALT,SALT,80283615.21092688,0.032707985337495464,4859.57768901,2625915.309160124,0.01559049,-0.00965445,-10.46180867,2625915.309160124
7543,Hoo Token,HOO,82430424.1,0.03180229280725244,0.0,2621476.483454198,0.0,0.0,-54.37372272,2621476.483454198
15996,pSTAKE Finance,PSTAKE,44347373.0,0.05917377553184025,1529988.01010639,2624201.495328793,0.29553931,2.34962964,-13.83895789,2624201.495328793
4978,Wownero,WOW,66139439.0,0.03957909305343294,2027.07917284,2617739.0106828515,0.2093272,-1.69014315,0.29380229,2617739.0106828515
6665,LGCY Network,LGCY,12713925827.157898,0.00020618957729900514,4932.76363803,2621478.9921125914,0.20587082,3.86749204,-1.69468355,2621478.9921125914
5274,Edgeware,EDG,6350167832.0,0.00041032613603979095,78460.82913824,2605639.8297087364,0.00731266,-0.18149144,-6.17161821,2605639.8297087364
502,Carboncoin,CARBON,15392022543.9363,0.000169141423305269,0.0,2603428.600628173,0.2093272,2.93126037,-4.84946962,2603428.600628173
5328,WOM Protocol,WOM,105657976.0,0.02460918754541204,450314.73417439,2600156.947052644,-0.17669002,0.938579,-10.12798196,2600156.947052644
8695,BlockWallet,BLANK,19394814.0,0.1341156856503477,152433.18058319,2601148.7776709627,-0.33361553,10.06236699,-33.99058371,2601148.7776709627
4277,DECOIN,DTEP,56812932.54297348,0.04566818429242262,0.0,2594543.4735654877,0.2093272,2.93126037,-4.84946962,2594543.4735654877
3279,Rotharium,RTH,3645272.20862486,0.7102406229772091,77.76264165,2589020.4043752276,0.14763877,104.67800325,16.43342123,2589020.4043752276
16554,Neighbourhoods,NHT,7972813374.0,0.00032322857024972825,138620.73814109,2577041.067745932,0.02575008,-1.28116998,-6.2985927,2577041.067745932
377,Navcoin,NAV,75107970.90920883,0.03432410701718349,273.23661636,2578014.0313311885,0.63060132,3.98596939,-2.85272024,2578014.0313311885
13632,Genopets,GENE,4223834.8853215,0.6083483234712426,148130.98138342,2569562.8711046823,0.04472677,1.78729691,-4.38001231,2569562.8711046823
8236,Glitch,GLCH,79282951.62859865,0.03243854057022168,39510.36766919,2571823.2429312197,0.0654603,0.31159041,-17.15035404,2571823.2429312197
13319,Flamengo Fan Token,MENGO,4582682.0,0.5569591741040345,259492.36701283,2552366.781901425,-0.24985099,-1.6671645,-4.83907534,2552366.781901425
9201,StackOs,STACK,431183352.4420352,0.0059315549177607115,10144.01626964,2557587.734634104,0.04908769,0.20525979,-13.76622486,2557587.734634104
9493,Reflexer Ungovernance Token,FLX,193796.49489032,13.107044134994126,59250.2790459,2540099.211734588,0.64225209,5.52239116,-9.41519877,2540099.211734588
6588,Etherisc DIP Token,DIP,239742107.60082117,0.010550360229491991,47516.46835146,2529365.5973662934,1.78334301,6.35116459,0.07580697,2529365.5973662934
2575,Bitcoin Private,BTCP,4785761.0,0.5278903821357445,12.98380606,2526357.203100343,0.2093272,4.88033419,-3.58285542,2526357.203100343
859,Woodcoin,LOG,8035193.053598,0.3129520449329089,17627.91353179,2514630.0975541985,0.20869179,1.83661544,-7.00456267,2514630.0975541985
13383,CropBytes,CBX,74414003.0,0.03375247810637956,186449.90069345,2511657.007065563,-0.00138976,0.10620603,7.58307862,2511657.007065563
1758,TenX,PAY,205218255.94857776,0.012232176098272556,9041.36766844,2510265.845343373,-0.10711246,-1.87136897,-11.24202971,2510265.845343373
1107,PAC Protocol,PAC,17442599178.532654,0.00014422707215516701,32185.82378039,2515695.010295886,0.00744055,2.12930444,-2.50893679,2515695.010295886
2572,BABB,BAX,49853700000.003334,5.026644793936442e-05,11448.56669845,2505968.41563486,1.35544438,3.40519732,-22.13540718,2505968.41563486
8519,Xend Finance,XEND,119060249.4373,0.021070676396616195,48139.61138981,2508679.9875937537,1.41424735,3.33820285,-4.72407502,2508679.9875937537
20783,Kripto koin,KRIPTO,5419500000.0,0.0004496486439107938,1334519.44975502,2436870.825674547,0.84312045,6.89423398,-23.30865508,2436870.825674547
3241,FortKnoxster,FKX,150000000.0,0.016316286044258433,34376.49211358,2447442.906638765,0.20736997,-6.94316261,-18.00104745,2447442.906638765
362,CloakCoin,CLOAK,5919441.05794835,0.4099255385460552,1561.51526622,2426530.063571108,0.66768821,-6.36019034,-8.30326378,2426530.063571108
22103,Lunar,LNR,73830967.0,0.032934957890771756,652010.103806,2431619.7891799593,0.63221139,3.69660994,-9.68492122,2431619.7891799593
15744,Prism,PRISM,577152438.0,0.004196123714209351,6511.77711093,2421803.0318055423,0.00482367,3.38462053,-6.07356663,2421803.0318055423
2739,Digix Gold Token,DGX,54623.27344499,44.304541765799996,28.77437594,2420059.099728273,0.00080858,0.05720993,0.39267287,2420059.099728273
7755,Handy,HANDY,760972125.0,0.0031697355325373162,65803.82130317,2412080.383882928,1.12514797,1.1255119,-1.81467948,2412080.383882928
12988,LABEL Foundation,LBL,898119374.9,0.0026739406639138064,724625.50055465,2401517.917593959,0.23926257,1.73993398,-10.91907599,2401517.917593959
4116,TOKPIE,TKP,28714063.84089998,0.0830277693845599,12949.70123914,2384064.670675774,0.21983382,-4.19918087,36.58732523,2384064.670675774
8936,Trias Token (new),TRIAS,1600000.0,1.4806412321733264,595852.44283098,2369025.9714773223,1.90752663,9.23417451,-14.2489546,2369025.9714773223
5468,Isiklar Coin,ISIKC,5295305.0,0.4474219338927984,342175.45460234,2369235.603652205,-0.5721577,0.19958268,-1.68526934,2369235.603652205
10404,Integral,ITGR,123781794.81098084,0.019298520014218785,284928.95799377,2388805.444555637,-6.59888757,1.5915458,-7.55040764,2388805.444555637
2021,RChain,REV,709469944.7834805,0.0033083033182854005,42278.13814231,2347141.7725509484,0.21067018,-5.56497841,1.35485394,2347141.7725509484
5748,mStable Governance Token: Meta (MTA),MTA,56758167.38158596,0.04124656085938859,111550.51378028,2341079.2051719497,0.11627578,1.23915449,-6.45978548,2341079.2051719497
10326,BullPerks,BLP,82019284.85,0.02848002975940211,339528.4037773,2335911.6733728787,0.3529575,0.35428495,-7.23355547,2335911.6733728787
4017,EOSDT,EOSDT,2642505.293308,0.8751583382276098,0.0,2312610.541249092,-1.48589834,1.18998832,-8.42516724,2312610.541249092
8132,BiFi,BIFI,390645468.0,0.005910587831350219,66635.39509176,2308944.349532911,0.20815503,0.82511469,-12.62110876,2308944.349532911
9588,O3 Swap,O3,51468059.96065321,0.04487752545022015,139137.09972214,2309759.170757671,0.34398463,-1.22053121,-14.15824645,2309759.170757671
17241,GPEX,GPX,7785806.0,0.2958571253471493,8064.25835531,2303486.181670587,-0.12966943,-1.55232646,1.47831922,2303486.181670587
6901,Swerve,SWRV,17480530.26830513,0.13119234611324368,788161.74331777,2293311.777202519,-0.18714828,-1.5021856,2.03631146,2293311.777202519
8494,Modefi,MOD,15572618.12402935,0.14711957281571514,24046.49157891,2291036.926029461,0.15641675,0.14731445,-8.45065422,2291036.926029461
5203,Perth Mint Gold Token,PMGT,1242.91169,1799.209547272224,72488.56140886,2236258.5790642546,0.0327856,-0.01611282,-1.22368875,2236258.5790642546
2235,Time New Bank,TNB,4072568444.2186904,0.0005473906043825654,165548.24432593,2229285.702070233,0.02811962,7.36949775,-6.18563486,2229285.702070233
120,Nyancoin,NYAN,322805606.016754,0.006900532668028244,8.05840181,2227530.6297412654,-0.00138384,-1.42683953,6.48709807,2227530.6297412654
11714,Brazil National Football Team Fan Token,BFT,29840000.0,0.07435578972077758,344503.23930422,2218776.765268003,-2.63436809,34.50041095,21.21723691,2218776.765268003
11848,Strips Finance,STRP,4125962.93367735,0.538578617701942,28775.20821459,2222155.413509397,-0.0262723,-1.69832809,-28.57346702,2222155.413509397
10409,Opulous,OPUL,43914362.59011909,0.05036656724424985,172834.57453419,2211815.6963836034,0.19694651,-0.62585831,-7.28306347,2211815.6963836034
6194,Geeq,GEEQ,27855558.0,0.07819557115555434,338338.00299736,2178181.267666671,-0.73457649,-1.28819392,7.25322187,2178181.267666671
19216,Blockchain Brawlers,BRWL,997852887.3033,0.002175440640219402,780255.5944345,2170769.72399987,0.62094346,2.15527137,-12.98910655,2170769.72399987
11409,Tarot,TAROT,45607418.238208,0.04756119324082631,46624.97787943,2169143.232042597,0.25806827,1.499466,-19.04956038,2169143.232042597
11700,Life Crypto,LIFE,2631194572.27,0.0008238391203863419,237519.09050077,2167681.021984234,2.48380974,5.7413315,-27.13949576,2167681.021984234
8705,Bifrost,BNC,20382189.0,0.10612923470459863,60870.50348257,2163146.1201744885,0.89677682,-0.93347543,-4.90708791,2163146.1201744885
10046,Dotmoovs,MOOV,731180094.0,0.00296196183991915,148589.55329131,2165727.536536497,0.59515433,3.3414588,-6.66668231,2165727.536536497
2001,ColossusXT,COLX,12732356945.0,0.000169141423305269,0.0,2153568.9757080264,0.2093272,2.93126037,-4.84946962,2153568.9757080264
21152,Green Satoshi Token (ETH),GST,37173168.85,0.057975315405382304,39629.81110895,2155126.1886962825,-3.73763236,-5.95225416,-18.91762525,2155126.1886962825
576,GameCredits,GAME,180809670.32143497,0.011883971484611216,7868.84977628,2148736.9662418882,0.08424137,12.68673639,-3.18615554,2148736.9662418882
6891,Niftyx Protocol,SHROOM,51386058.0,0.04178608015342123,1439.67214096,2147221.938356352,2.28340599,5.75117781,12.76625649,2147221.938356352
8166,MAPS,MAPS,45496728.233669,0.04692083868285557,55946.10602047,2134744.6460497035,0.20775814,4.31493039,7.46343338,2134744.6460497035
4866,Grimm,GRIMM,60501300.0,0.03510006254886966,30.29276207,2123599.414287928,-0.0006239,0.01206496,0.33122219,2123599.414287928
3917,Sentivate,SNTVT,3585526279.3110185,0.0005848527599432192,194395.03380283,2097004.940303991,0.21858904,3.65084677,-6.34867834,2097004.940303991
